age,taille,poids,sport_licence,niveau_etude,region,smoker,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,score_credit,loyer_mensuel,montant_pret,loyer_mensuel_missing,score_credit_missing,historique_credits_missing
70,180.7,66.5,oui,4,Provence-Alpes-Côte d’Azur,oui,3294,marié,2.5068201193520885,0.53,549.0,5306.473283539622,14959.704183298292,1,0,1
59,176.7,68.4,non,4,Auvergne-Rhône-Alpes,oui,3307,divorcé,5.0,0.25,574.7797217537943,5000.0,500.0,0,1,0
48,173.1,69.6,oui,4,Corse,oui,3327,veuf,4.0,0.24,326.0,5306.473283539622,931.2893411604468,1,0,0
33,180.6,87.3,non,2,Corse,oui,3644,divorcé,2.5068201193520885,0.83,474.0,10000.0,500.0,0,0,1
35,162.8,78.2,non,4,Normandie,non,2186,veuf,2.5068201193520885,0.81,574.7797217537943,5000.0,13336.458815540716,0,1,1
23,173.4,53.3,non,4,Occitanie,non,1878,veuf,5.0,0.89,574.7797217537943,10000.0,500.0,0,1,0
56,173.0,50.5,non,2,Corse,non,3511,divorcé,0.0,0.35,574.7797217537943,667.42,6275.995657375264,0,1,0
54,160.4,52.9,oui,1,Corse,non,2292,veuf,1.0,0.09,574.7797217537943,1225.01,500.0,0,1,0
18,170.2,93.8,oui,3,Hauts-de-France,non,4413,divorcé,2.5068201193520885,0.88,574.7797217537943,5306.473283539622,23586.21984120104,1,1,1
66,183.6,78.6,non,4,Auvergne-Rhône-Alpes,non,4075,veuf,2.5068201193520885,0.23,574.7797217537943,5000.0,29327.468801877967,0,1,1
54,167.3,72.5,non,2,Corse,oui,500,marié,2.5068201193520885,0.23,574.7797217537943,633.96,500.0,0,1,1
64,181.9,73.9,oui,1,Hauts-de-France,oui,2527,veuf,2.5068201193520885,0.64,574.7797217537943,5000.0,6766.208142869146,0,1,1
18,176.4,61.0,non,4,Hauts-de-France,oui,3125,veuf,2.5068201193520885,0.95,454.0,5306.473283539622,500.0,1,0,1
66,154.6,61.7,oui,2,Auvergne-Rhône-Alpes,oui,2629,veuf,2.5068201193520885,0.72,663.0,10000.0,500.0,0,0,1
39,165.8,68.7,oui,0,Hauts-de-France,oui,4301,veuf,1.0,0.82,570.0,5000.0,6527.309924135625,0,0,0
38,179.0,90.4,non,1,Auvergne-Rhône-Alpes,non,3880,veuf,3.0,0.61,574.7797217537943,5306.473283539622,500.0,1,1,0
40,167.7,75.0,oui,0,Normandie,oui,3696,marié,2.5068201193520885,0.5,574.7797217537943,5306.473283539622,500.0,1,1,1
21,172.4,79.9,non,0,Auvergne-Rhône-Alpes,oui,5297,veuf,2.0,0.91,574.7797217537943,5306.473283539622,500.0,1,1,0
48,174.3,73.1,non,2,Île-de-France,oui,2944,veuf,2.0,0.3,542.0,5000.0,4878.983510459015,0,0,0
20,172.1,90.3,oui,0,Occitanie,oui,1733,divorcé,2.5068201193520885,0.73,574.7797217537943,5000.0,500.0,0,1,1
71,173.3,59.0,non,1,Hauts-de-France,oui,500,célibataire,2.5068201193520885,0.42,329.0,5306.473283539622,500.0,1,0,1
24,168.4,81.5,oui,3,Auvergne-Rhône-Alpes,oui,500,veuf,3.0,0.68,578.0,5306.473283539622,9005.3984759165,1,0,0
70,168.4,55.6,non,1,Île-de-France,non,891,veuf,1.0,0.72,574.7797217537943,1262.05,4648.262954564732,0,1,0
67,169.7,43.4,non,0,Auvergne-Rhône-Alpes,non,3188,veuf,2.5068201193520885,0.55,718.0,10000.0,500.0,0,0,1
61,156.7,69.0,non,4,Bretagne,non,3018,veuf,3.0,0.36,328.0,10000.0,500.0,0,0,0
29,188.3,58.7,non,4,Île-de-France,non,500,veuf,2.5068201193520885,0.82,464.0,5306.473283539622,17519.79086127057,1,0,1
63,187.3,43.5,non,3,Hauts-de-France,non,4921,veuf,4.0,0.12,574.7797217537943,10000.0,500.0,0,1,0
72,163.5,86.0,oui,0,Corse,non,2369,veuf,4.0,0.7,574.7797217537943,1011.5,500.0,0,1,0
64,179.8,67.8,non,0,Provence-Alpes-Côte d’Azur,non,2309,veuf,2.5068201193520885,0.39,574.7797217537943,986.83,23004.85004339703,0,1,1
59,169.7,81.3,non,1,Île-de-France,oui,4242,célibataire,3.0,0.78,849.0,5000.0,525.9216548946995,0,0,0
72,165.9,43.7,oui,0,Normandie,oui,1279,veuf,2.5068201193520885,0.71,574.7797217537943,10000.0,500.0,0,1,1
18,171.1,68.0,oui,0,Occitanie,non,2803,veuf,2.0,0.25,574.7797217537943,5306.473283539622,5283.578467374318,1,1,0
40,160.9,69.1,oui,4,Occitanie,oui,2497,divorcé,2.5068201193520885,0.19,574.7797217537943,5306.473283539622,500.0,1,1,1
35,177.0,64.8,non,1,Provence-Alpes-Côte d’Azur,non,2794,veuf,2.5068201193520885,0.4,616.0,639.35,15204.45744031618,0,0,1
32,174.1,67.5,oui,1,Bretagne,non,2945,veuf,2.5068201193520885,0.26,574.7797217537943,1164.09,500.0,0,1,1
63,174.2,45.3,non,0,Normandie,oui,4197,veuf,2.5068201193520885,0.35,492.0,10000.0,500.0,0,0,1
19,181.7,94.7,non,0,Occitanie,non,3256,veuf,0.0,0.65,473.0,828.76,500.0,0,0,0
69,170.8,81.9,non,1,Hauts-de-France,oui,3717,veuf,2.0,0.56,574.7797217537943,10000.0,13170.559304605247,0,1,0
47,184.4,76.9,oui,4,Auvergne-Rhône-Alpes,non,2983,veuf,2.5068201193520885,0.69,574.7797217537943,5000.0,23595.20348242246,0,1,1
70,172.3,87.9,non,4,Bretagne,non,2076,veuf,2.5068201193520885,0.7,574.7797217537943,5306.473283539622,22782.65101085786,1,1,1
67,162.0,71.4,oui,3,Corse,oui,3439,veuf,0.0,0.06,361.0,10000.0,942.2444110939668,0,0,0
68,156.5,64.2,oui,4,Provence-Alpes-Côte d’Azur,non,686,célibataire,1.0,0.11,375.0,5000.0,12270.06665872613,0,0,0
56,161.9,76.6,non,0,Bretagne,oui,3780,célibataire,3.0,0.5,502.0,5000.0,1147.9499177521698,0,0,0
66,171.9,52.5,oui,1,Auvergne-Rhône-Alpes,non,4590,célibataire,5.0,0.84,574.7797217537943,5306.473283539622,25361.899125577955,1,1,0
58,160.7,54.7,non,2,Auvergne-Rhône-Alpes,oui,2960,divorcé,2.5068201193520885,0.67,574.7797217537943,5306.473283539622,12717.193538141437,1,1,1
44,181.0,79.2,oui,1,Hauts-de-France,non,3697,divorcé,2.5068201193520885,0.45,680.0,5000.0,35222.91761983653,0,0,1
45,172.6,74.9,non,1,Corse,oui,1635,marié,2.5068201193520885,0.76,452.0,958.13,500.0,0,0,1
56,187.2,87.3,oui,4,Auvergne-Rhône-Alpes,oui,1762,divorcé,2.0,0.04,574.7797217537943,913.01,8395.400810142952,0,1,0
45,169.5,52.3,non,0,Occitanie,oui,743,veuf,4.0,0.63,713.0,10000.0,1991.076420631058,0,0,0
47,163.9,61.2,non,2,Hauts-de-France,oui,2914,célibataire,2.5068201193520885,0.46,809.0,5306.473283539622,500.0,1,0,1
65,157.5,61.3,non,3,Île-de-France,non,1040,veuf,2.5068201193520885,0.67,651.0,10000.0,500.0,0,0,1
60,173.6,90.8,oui,0,Corse,oui,1427,veuf,2.5068201193520885,0.09,574.7797217537943,10000.0,500.0,0,1,1
65,172.9,69.0,oui,1,Île-de-France,non,681,veuf,2.5068201193520885,0.25,394.0,5000.0,500.0,0,0,1
74,170.3,89.0,oui,4,Occitanie,non,3300,marié,2.5068201193520885,0.89,574.7797217537943,5306.473283539622,753.6030929569296,1,1,1
52,154.6,78.0,non,2,Occitanie,oui,2175,veuf,2.0,0.95,649.0,5000.0,14002.865498517638,0,0,0
49,156.4,94.7,oui,3,Bretagne,non,3484,veuf,2.5068201193520885,0.65,819.0,5000.0,17450.841622992128,0,0,1
22,170.9,94.5,non,4,Auvergne-Rhône-Alpes,oui,2106,célibataire,5.0,0.04,574.7797217537943,5000.0,24090.770841341116,0,1,0
19,160.2,57.3,oui,4,Hauts-de-France,non,530,célibataire,2.5068201193520885,0.24,574.7797217537943,10000.0,500.0,0,1,1
59,176.7,55.7,oui,2,Occitanie,oui,5303,veuf,2.5068201193520885,0.38,574.7797217537943,385.13,26156.233451699125,0,1,1
56,165.2,94.1,non,2,Provence-Alpes-Côte d’Azur,oui,1714,marié,2.0,0.98,342.0,755.18,500.0,0,0,0
41,173.3,95.9,oui,2,Bretagne,non,1302,divorcé,2.5068201193520885,0.06,574.7797217537943,5306.473283539622,500.0,1,1,1
60,162.9,45.2,oui,3,Auvergne-Rhône-Alpes,non,4205,célibataire,5.0,0.32,507.0,959.2,8633.339757804348,0,0,0
35,152.7,56.6,non,4,Corse,oui,1337,veuf,2.5068201193520885,0.32,574.7797217537943,5306.473283539622,500.0,1,1,1
40,184.2,64.7,non,3,Auvergne-Rhône-Alpes,non,1022,marié,2.0,0.83,574.7797217537943,1181.95,22176.96596468062,0,1,0
26,178.6,96.4,oui,0,Île-de-France,non,2685,célibataire,2.5068201193520885,0.18,574.7797217537943,5306.473283539622,19568.24158699261,1,1,1
54,170.7,77.7,non,2,Île-de-France,oui,2332,divorcé,0.0,0.38,574.7797217537943,5000.0,500.0,0,1,0
43,178.5,48.7,oui,4,Provence-Alpes-Côte d’Azur,non,1946,veuf,2.5068201193520885,0.27,805.0,5000.0,9420.317078132412,0,0,1
20,180.0,49.8,non,2,Auvergne-Rhône-Alpes,non,500,veuf,2.5068201193520885,0.63,787.0,10000.0,4127.01517045297,0,0,1
59,174.4,69.8,non,1,Bretagne,non,1436,divorcé,2.5068201193520885,0.69,554.0,5306.473283539622,500.0,1,0,1
26,182.1,63.0,non,2,Île-de-France,oui,3667,veuf,1.0,0.17,574.7797217537943,10000.0,500.0,0,1,0
57,165.2,71.6,oui,0,Occitanie,oui,3765,divorcé,3.0,0.29,574.7797217537943,5306.473283539622,500.0,1,1,0
59,170.6,76.0,oui,1,Île-de-France,oui,1640,veuf,4.0,0.45,574.7797217537943,10000.0,3720.305007666426,0,1,0
61,155.8,70.1,oui,0,Provence-Alpes-Côte d’Azur,oui,3974,divorcé,2.5068201193520885,0.84,574.7797217537943,5000.0,500.0,0,1,1
67,168.4,61.6,oui,0,Corse,oui,4633,veuf,2.5068201193520885,0.84,669.0,453.27,500.0,0,0,1
71,161.6,67.2,non,4,Île-de-France,oui,2077,veuf,5.0,0.43,496.0,5306.473283539622,6069.528722438526,1,0,0
72,159.5,59.3,non,0,Bretagne,non,1408,marié,2.5068201193520885,0.73,574.7797217537943,5306.473283539622,500.0,1,1,1
74,158.5,66.9,oui,3,Provence-Alpes-Côte d’Azur,oui,2456,veuf,2.0,0.09,574.7797217537943,5306.473283539622,9295.06139134704,1,1,0
50,178.9,59.3,non,1,Île-de-France,oui,4343,divorcé,2.5068201193520885,0.33,584.0,5306.473283539622,500.0,1,0,1
47,180.9,82.0,oui,4,Provence-Alpes-Côte d’Azur,non,3830,célibataire,2.5068201193520885,0.63,574.7797217537943,5306.473283539622,43459.373722936565,1,1,1
45,179.9,51.2,oui,2,Auvergne-Rhône-Alpes,non,2778,veuf,2.5068201193520885,0.75,574.7797217537943,5306.473283539622,500.0,1,1,1
45,165.5,96.5,non,4,Île-de-France,oui,500,veuf,2.5068201193520885,0.16,574.7797217537943,5000.0,19071.53279373577,0,1,1
52,185.0,49.1,oui,4,Hauts-de-France,non,2380,célibataire,4.0,0.96,574.7797217537943,5306.473283539622,25969.31390156188,1,1,0
55,163.0,63.6,oui,1,Hauts-de-France,non,3773,veuf,2.0,0.56,574.7797217537943,5306.473283539622,500.0,1,1,0
26,177.0,52.3,oui,0,Provence-Alpes-Côte d’Azur,oui,3280,veuf,2.5068201193520885,0.16,671.0,1504.38,500.0,0,0,1
45,170.3,66.8,non,1,Normandie,oui,3700,veuf,2.5068201193520885,0.27,613.0,5306.473283539622,500.0,1,0,1
56,163.9,62.5,oui,0,Hauts-de-France,non,2556,veuf,0.0,0.21,322.0,5306.473283539622,500.0,1,0,0
60,150.1,61.5,non,0,Provence-Alpes-Côte d’Azur,non,1498,marié,1.0,0.25,483.0,991.36,500.0,0,0,0
33,172.6,72.0,non,3,Bretagne,non,3673,célibataire,3.0,0.59,604.0,5306.473283539622,15447.487891752608,1,0,0
46,170.3,70.7,oui,2,Provence-Alpes-Côte d’Azur,non,1517,veuf,2.0,0.21,574.7797217537943,871.75,33039.482262154605,0,1,0
56,168.4,59.2,non,1,Occitanie,non,942,divorcé,5.0,0.4,574.7797217537943,532.47,2814.291214417311,0,1,0
45,165.8,59.3,oui,1,Hauts-de-France,non,3369,veuf,2.0,0.38,574.7797217537943,674.35,6485.522432905486,0,1,0
65,173.2,61.9,non,1,Bretagne,oui,1899,divorcé,2.5068201193520885,0.81,330.0,5000.0,500.0,0,0,1
57,165.5,69.9,non,1,Hauts-de-France,non,5511,marié,2.5068201193520885,0.95,574.7797217537943,5306.473283539622,18913.573182111923,1,1,1
53,172.4,69.9,non,2,Auvergne-Rhône-Alpes,non,3152,marié,2.5068201193520885,0.46,574.7797217537943,827.65,29952.602703918248,0,1,1
71,163.0,95.4,non,0,Occitanie,non,2437,célibataire,3.0,0.06,746.0,5000.0,500.0,0,0,0
38,152.1,57.9,oui,0,Auvergne-Rhône-Alpes,non,1198,divorcé,0.0,0.26,485.0,5000.0,500.0,0,0,0
47,192.3,85.6,oui,0,Hauts-de-France,oui,2760,veuf,2.5068201193520885,0.16,361.0,5000.0,500.0,0,0,1
58,160.8,98.6,non,3,Bretagne,oui,1715,veuf,2.5068201193520885,0.9,544.0,10000.0,500.0,0,0,1
25,174.8,44.9,oui,3,Occitanie,oui,2751,célibataire,3.0,0.75,574.7797217537943,5000.0,500.0,0,1,0
20,164.8,74.7,non,1,Hauts-de-France,non,3878,veuf,2.5068201193520885,0.75,674.0,5000.0,11025.064543114582,0,0,1
38,166.5,101.3,non,2,Bretagne,oui,3397,veuf,1.0,0.46,574.7797217537943,10000.0,500.0,0,1,0
56,174.5,66.0,non,2,Corse,non,2724,veuf,2.5068201193520885,0.38,574.7797217537943,5306.473283539622,2139.5957572864386,1,1,1
19,184.5,70.3,oui,0,Bretagne,non,3137,célibataire,2.5068201193520885,0.28,574.7797217537943,5000.0,500.0,0,1,1
48,164.1,69.5,non,0,Île-de-France,oui,2737,veuf,2.5068201193520885,0.76,574.7797217537943,5000.0,500.0,0,1,1
68,178.9,64.9,non,2,Bretagne,oui,1302,marié,2.5068201193520885,0.01,436.0,582.62,500.0,0,0,1
61,176.1,66.9,non,1,Normandie,non,1962,veuf,2.5068201193520885,0.54,322.0,10000.0,8394.66324168909,0,0,1
50,174.0,65.4,non,3,Provence-Alpes-Côte d’Azur,oui,1676,veuf,2.5068201193520885,0.68,574.7797217537943,626.85,14916.872580013354,0,1,1
35,175.5,64.3,non,4,Provence-Alpes-Côte d’Azur,oui,2233,veuf,2.5068201193520885,0.82,574.7797217537943,5306.473283539622,500.0,1,1,1
57,159.6,70.2,oui,4,Hauts-de-France,oui,5478,divorcé,2.5068201193520885,0.94,685.0,5306.473283539622,3984.794741675325,1,0,1
28,169.5,56.1,oui,4,Île-de-France,oui,1656,veuf,3.0,0.97,574.7797217537943,809.32,26592.283270461885,0,1,0
61,164.3,67.2,oui,0,Corse,oui,3914,veuf,5.0,0.98,574.7797217537943,10000.0,500.0,0,1,0
30,192.9,63.1,oui,3,Occitanie,non,500,célibataire,3.0,0.93,574.7797217537943,713.09,22780.31709737975,0,1,0
25,185.6,73.0,non,4,Normandie,oui,2608,marié,3.0,0.91,574.7797217537943,744.13,11814.00760141825,0,1,0
38,165.3,67.9,oui,0,Auvergne-Rhône-Alpes,non,1177,veuf,5.0,0.34,373.0,5306.473283539622,500.0,1,0,0
63,167.1,84.3,oui,4,Hauts-de-France,oui,3827,divorcé,1.0,0.78,574.7797217537943,5000.0,500.0,0,1,0
22,163.9,72.5,oui,3,Île-de-France,non,2915,célibataire,0.0,0.96,574.7797217537943,5306.473283539622,34110.298298145535,1,1,0
46,168.4,78.3,non,2,Hauts-de-France,oui,2841,divorcé,2.5068201193520885,0.06,670.0,5306.473283539622,500.0,1,0,1
21,163.7,60.5,oui,3,Auvergne-Rhône-Alpes,non,500,marié,2.5068201193520885,0.14,574.7797217537943,5000.0,500.0,0,1,1
20,162.6,84.9,oui,1,Île-de-France,non,2129,célibataire,2.0,0.61,574.7797217537943,5000.0,649.5630251954094,0,1,0
64,164.7,60.9,non,4,Corse,non,2928,veuf,2.5068201193520885,0.01,574.7797217537943,10000.0,500.0,0,1,1
57,183.4,52.9,oui,0,Île-de-France,non,2195,marié,0.0,0.11,574.7797217537943,5306.473283539622,500.0,1,1,0
62,165.1,72.4,oui,4,Normandie,non,2156,veuf,2.5068201193520885,0.68,574.7797217537943,622.11,500.0,0,1,1
66,164.0,79.9,non,1,Corse,non,3982,divorcé,2.5068201193520885,0.67,574.7797217537943,5000.0,500.0,0,1,1
75,172.9,48.8,oui,4,Auvergne-Rhône-Alpes,non,2069,veuf,2.5068201193520885,0.89,531.0,10000.0,15380.547695732232,0,0,1
65,172.0,100.3,non,3,Auvergne-Rhône-Alpes,oui,4777,veuf,3.0,0.9,601.0,5306.473283539622,2241.440919642173,1,0,0
70,182.3,48.1,oui,1,Auvergne-Rhône-Alpes,non,1979,marié,2.5068201193520885,0.24,401.0,5306.473283539622,500.0,1,0,1
56,171.8,63.0,non,4,Normandie,oui,2120,veuf,2.5068201193520885,0.8,680.0,577.02,14741.930027756887,0,0,1
73,169.4,75.9,non,3,Bretagne,oui,2952,veuf,2.5068201193520885,0.74,574.7797217537943,5306.473283539622,6558.49125213323,1,1,1
74,171.0,76.9,non,0,Normandie,non,2562,divorcé,2.5068201193520885,0.53,574.7797217537943,674.33,8257.496710422885,0,1,1
54,170.6,48.7,oui,2,Provence-Alpes-Côte d’Azur,non,2353,veuf,2.5068201193520885,0.17,432.0,5306.473283539622,27531.70478763513,1,0,1
54,178.8,65.0,oui,0,Corse,oui,1202,célibataire,1.0,0.86,547.0,885.46,500.0,0,0,0
30,161.9,93.9,non,2,Auvergne-Rhône-Alpes,oui,1829,marié,2.0,0.16,574.7797217537943,5000.0,500.0,0,1,0
31,166.2,70.5,non,1,Corse,non,2865,veuf,2.5068201193520885,0.06,754.0,586.19,5991.829927828809,0,0,1
30,176.2,67.8,oui,4,Occitanie,oui,3887,divorcé,2.0,0.17,348.0,5306.473283539622,2229.452478450251,1,0,0
71,154.3,69.3,oui,0,Île-de-France,oui,3537,marié,2.5068201193520885,0.22,574.7797217537943,5000.0,500.0,0,1,1
43,173.3,60.1,oui,4,Provence-Alpes-Côte d’Azur,oui,2206,marié,0.0,0.41,722.0,5000.0,32273.14558335014,0,0,0
63,177.1,83.7,oui,1,Provence-Alpes-Côte d’Azur,non,2707,célibataire,2.5068201193520885,0.04,363.0,787.62,500.0,0,0,1
65,182.2,61.6,non,4,Hauts-de-France,non,500,marié,2.0,0.21,787.0,10000.0,29705.629787002348,0,0,0
40,170.3,53.0,non,1,Normandie,oui,2671,veuf,2.5068201193520885,0.55,563.0,5000.0,500.0,0,0,1
64,174.2,54.6,non,2,Occitanie,non,3604,veuf,2.0,0.46,498.0,10000.0,500.0,0,0,0
54,176.5,89.1,oui,2,Île-de-France,oui,2914,marié,2.5068201193520885,0.66,574.7797217537943,10000.0,20264.661965661016,0,1,1
22,188.3,47.3,oui,0,Île-de-France,non,2714,veuf,5.0,0.28,574.7797217537943,5306.473283539622,500.0,1,1,0
65,167.8,93.6,non,3,Auvergne-Rhône-Alpes,non,2687,célibataire,3.0,0.36,574.7797217537943,5306.473283539622,500.0,1,1,0
64,175.2,73.5,non,4,Provence-Alpes-Côte d’Azur,oui,2241,marié,0.0,0.65,772.0,10000.0,14663.468950597158,0,0,0
54,171.1,64.3,non,2,Corse,non,1755,marié,2.5068201193520885,0.03,558.0,5000.0,500.0,0,0,1
70,154.2,75.4,non,0,Hauts-de-France,oui,1879,marié,2.0,0.97,574.7797217537943,5306.473283539622,500.0,1,1,0
51,165.3,44.0,non,3,Normandie,non,1654,veuf,3.0,0.34,574.7797217537943,706.35,500.0,0,1,0
70,172.8,64.6,oui,2,Provence-Alpes-Côte d’Azur,oui,3605,veuf,2.5068201193520885,0.97,574.7797217537943,10000.0,11827.099110473297,0,1,1
55,194.7,80.4,non,4,Normandie,oui,3132,célibataire,2.5068201193520885,0.53,473.0,746.82,500.0,0,0,1
67,173.1,71.7,oui,3,Hauts-de-France,non,1743,veuf,2.5068201193520885,0.3,483.0,5306.473283539622,26007.54931342834,1,0,1
49,178.5,57.0,oui,4,Normandie,non,3606,divorcé,2.5068201193520885,0.7,574.7797217537943,10000.0,13542.052608120248,0,1,1
44,167.3,96.4,oui,1,Provence-Alpes-Côte d’Azur,non,3015,divorcé,2.5068201193520885,0.03,574.7797217537943,5306.473283539622,15370.731471867794,1,1,1
26,157.5,89.9,non,0,Auvergne-Rhône-Alpes,non,1992,divorcé,2.5068201193520885,0.25,574.7797217537943,409.31,500.0,0,1,1
37,172.8,81.1,non,2,Corse,non,1642,célibataire,5.0,0.58,574.7797217537943,10000.0,500.0,0,1,0
30,164.7,110.3,non,1,Île-de-France,non,1886,veuf,2.5068201193520885,0.8,612.0,5306.473283539622,500.0,1,0,1
43,157.2,72.4,non,4,Corse,non,1346,marié,2.5068201193520885,0.86,595.0,5306.473283539622,500.0,1,0,1
65,167.9,48.4,oui,3,Hauts-de-France,non,3600,veuf,3.0,0.6,381.0,5000.0,16922.25195186645,0,0,0
63,177.6,73.7,oui,0,Occitanie,non,3144,divorcé,2.5068201193520885,0.59,411.0,5306.473283539622,500.0,1,0,1
29,166.9,77.5,non,0,Occitanie,oui,1736,veuf,2.0,0.35,574.7797217537943,10000.0,500.0,0,1,0
66,165.7,90.9,oui,3,Provence-Alpes-Côte d’Azur,non,786,divorcé,1.0,0.3,574.7797217537943,5306.473283539622,4838.792686019202,1,1,0
66,172.3,70.5,non,0,Auvergne-Rhône-Alpes,oui,6228,veuf,0.0,0.38,354.0,505.03,500.0,0,0,0
38,176.0,56.8,oui,1,Hauts-de-France,oui,4285,marié,2.5068201193520885,0.12,335.0,5306.473283539622,500.0,1,0,1
28,168.5,79.9,non,1,Bretagne,non,3675,veuf,2.5068201193520885,0.46,574.7797217537943,5306.473283539622,500.0,1,1,1
51,182.4,83.7,oui,1,Auvergne-Rhône-Alpes,non,1727,célibataire,2.5068201193520885,0.32,574.7797217537943,10000.0,500.0,0,1,1
54,170.7,68.9,non,0,Occitanie,non,2756,veuf,2.5068201193520885,0.67,574.7797217537943,10000.0,500.0,0,1,1
42,177.9,50.9,oui,1,Occitanie,non,2327,veuf,3.0,0.13,574.7797217537943,5000.0,500.0,0,1,0
69,172.6,72.8,oui,0,Corse,non,1916,veuf,2.5068201193520885,0.3,458.0,1000.63,500.0,0,0,1
48,160.2,51.0,non,2,Hauts-de-France,oui,1099,divorcé,3.0,0.68,574.7797217537943,10000.0,500.0,0,1,0
56,157.6,65.9,oui,3,Occitanie,non,1605,marié,2.5068201193520885,0.34,574.7797217537943,787.02,18926.971012018177,0,1,1
